"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"2147823",24893182,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",8,"Unterminated",270439769,4,0.1107904,0.1113412,427.0417,2010-09-27,276657.7,1,2010,2011-11-28,FALSE,FALSE,0
"2117820",24502897,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",1,"Unterminated",270217183,0,0,0,1432,2007-09-28,100444905,1,2007,2011-08-30,FALSE,FALSE,0
"4339387",24893204,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",269843981,0,0,0,366,2010-09-30,226460.7,1,2010,2011-10-01,FALSE,FALSE,0
"590642",20426658,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",26,"Unterminated",268149136,1,0,0,403,2009-03-24,185822035,1,2009,2010-05-01,FALSE,FALSE,0
"1606456",9296705,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",3,"Unterminated",267703540,0,0,0,312.9583,2006-11-22,289409,1,2007,2007-09-30,FALSE,FALSE,0
"2362877",24619498,"IDV","Cost-Based","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",99,"Unterminated",267548330,0,0,0,436.0417,2010-09-21,209860,1,2010,2011-12-01,FALSE,FALSE,0
"3151562",20424494,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",21,"Terminated",267444503,1,2.871624e-05,3.193046e-05,406,2007-03-22,240522649,1,2007,2008-05-01,FALSE,TRUE,1
"3148695",20426682,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",265056007,0,0,0,365,2009-07-01,265056007,1,2009,2010-07-01,FALSE,FALSE,0
"222865",9969940,"IDV","Cost-Based","Fixed Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","2","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","MULTIPLE AWARD",2,"Unterminated",264701369,29,0.09175502,0.06934459,368,2008-05-13,278448232,1,2008,2009-05-16,FALSE,FALSE,0
"4318387",24893312,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",15,"Unterminated",263577995,1,0,0,552,2012-03-28,239721.3,1,2012,2013-10-01,FALSE,FALSE,0
"1112550",19364718,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","R&D","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",8,"Unterminated",262909111,0,0,0,75.04167,2006-10-16,9968,1,2007,2006-12-30,FALSE,FALSE,0
"2552396",20424526,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",262739838,0,0,0,428,2007-08-30,262739838,1,2007,2008-10-31,FALSE,FALSE,0
"4132554",24893370,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",261645402,0,0,0,399,2011-08-29,227615.5,1,2011,2012-10-01,FALSE,FALSE,0
"1955949",24893321,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",260022533,0,0,0,396,2012-08-31,236487.7,1,2012,2013-10-01,FALSE,FALSE,0
"1330957",24560797,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",1,"Unterminated",259877400,1,0,0,556,2009-09-21,259877400,1,2009,2011-03-31,FALSE,FALSE,0
"420489",9884574,"IDV","Cost-Based","Incentive","No Comp.","[1,750)","Labeled MDAP","265","Air Force","Aircraft and Drones","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",258955334,0,0,0,1104,2008-12-23,242505775,1,2009,2012-01-01,FALSE,FALSE,0
"2122057",9171488,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","Labeled MDAP","299","Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",17,"Unterminated",256887103,7,0.003686047,0.003166542,188.0417,2007-06-26,299032178,1,2007,2007-12-31,FALSE,FALSE,0
"3883093",10060301,"IDV","Combination or Other","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","213","Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",256258619,0,0,0,258.9583,2010-01-15,196764502,1,2010,2010-09-30,FALSE,FALSE,0
"316616",24619492,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",99,"Unterminated",256048330,0,0,0,984.9583,2009-02-19,78500,1,2009,2011-10-31,FALSE,FALSE,0
"442227",24619494,"IDV","Cost-Based","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",99,"Unterminated",256048330,0,0,0,795,2009-08-28,530000,1,2009,2011-11-01,FALSE,FALSE,0
"4359088",24619493,"IDV","Cost-Based","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",99,"Unterminated",256048330,0,0,0,887,2009-05-28,396736.3,1,2009,2011-11-01,FALSE,FALSE,0
"4846457",24619497,"IDV","Cost-Based","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Other","Just U.S.","R&D","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",99,"Unterminated",256048330,0,0,0,570.0417,2010-05-10,170000,1,2010,2011-12-01,FALSE,FALSE,0
"3991591",24659783,"IDV","Combination or Other","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Army","Land Vehicles","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",11,"Unterminated",255607535,1,0.0001624131,0,368,2007-07-17,165762142,1,2007,2008-07-19,FALSE,FALSE,0
"661028",2348735,"Def/Pur","Cost-Based","Fixed Fee","Comp.","[750+]","Labeled MDAP","CAA","Other DoD","Missile and Space Systems","Just U.S.","R&D","[30m+]","75m+","[~7 months-~1 year]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",4,"Unterminated",255433868,4,0.04784391,0.03766573,365,2009-01-01,728530371,1,2009,2010-01-01,FALSE,FALSE,0
"1338040",8568589,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","Def/Pur",6,"Unterminated",255338696,6,-1.566547e-05,0.0003592202,599,2010-08-10,16702848,1,2010,2012-03-31,FALSE,FALSE,0
"4549510",24893294,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",15,"Unterminated",255152693,1,0.0942808,0.08615777,367,2011-07-25,242894.5,1,2011,2012-07-26,FALSE,FALSE,0
"1071819",20427695,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Unterminated",255106530,0,0,0,373,2010-04-23,255122825,1,2010,2011-05-01,FALSE,FALSE,0
"1727317",20584216,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",254682873,0,0,0,330,2012-06-15,152588.4,1,2012,2013-05-11,FALSE,FALSE,0
"2239417",20584213,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",254682873,0,0,0,183,2012-03-30,66738,1,2012,2012-09-29,FALSE,FALSE,0
"2456621",20584214,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",254682873,0,0,0,346,2012-04-17,120519.2,1,2012,2013-03-29,FALSE,FALSE,0
"3516612",20584215,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",254682873,0,0,0,322,2012-06-13,276522.3,1,2012,2013-05-01,FALSE,FALSE,0
"1254187",24502374,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","MULTIPLE AWARD",1,"Unterminated",254556653,6,0.001180201,0.0009677215,552.0417,2009-08-27,310448829,1,2009,2011-03-02,FALSE,FALSE,0
"648630",20425551,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Unterminated",254149950,0,0,0,415,2007-12-13,254149950,1,2008,2009-01-31,FALSE,FALSE,0
"3857093",24893067,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",253744599,0,0,0,366,2009-09-29,258643.5,1,2009,2010-09-30,FALSE,FALSE,0
"187088",24562741,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","SINGLE AWARD",1,"Unterminated",253721325,2,0.002370416,0.002363363,19023,2008-11-26,254478448,1,2009,2060-12-26,TRUE,FALSE,0
"4074279",20427694,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Unterminated",253229282,0,0,0,384,2010-04-12,352463959,1,2010,2011-05-01,FALSE,FALSE,0
"2832580",20427706,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Unterminated",252891019,0,0,0,397,2010-06-29,252891019,1,2010,2011-07-31,FALSE,FALSE,0
"244865",24893617,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",251681603,0,0,0,377,2012-09-19,228901.7,1,2012,2013-10-01,FALSE,FALSE,0
"2606433",20424522,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",250381058,0,0,0,392,2007-09-05,250381058,1,2007,2008-10-01,FALSE,FALSE,0
"1198650",8441081,NA,"Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",23,"Terminated",2.5e+08,0,0,0,NA,2008-05-01,0,1,2008,NA,NA,TRUE,1
"1540788",8013203,NA,"Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+",NA,"Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",3,"Terminated",2.5e+08,0,0,0,NA,2011-04-22,0,1,2011,NA,NA,TRUE,1
"2716641",2345691,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",13,"Terminated",2.5e+08,0,0,0,NA,2007-07-27,0,1,2007,NA,NA,TRUE,1
"2951243",7974694,NA,"Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Products","[30m+]","75m+",NA,"Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Terminated",2.5e+08,0,0,0,NA,2010-06-08,0,1,2010,NA,NA,TRUE,1
"3828677",8441082,NA,"Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",23,"Terminated",2.5e+08,0,0,0,NA,2008-05-01,0,1,2008,NA,NA,TRUE,1
"4181990",24892182,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",249378848,0,0,0,171,2007-04-13,216663,1,2007,2007-10-01,FALSE,FALSE,0
"1961709",18919852,"IDV","Fixed-Price","Incentive","No Comp.","[750+]","No label",NA,"Navy","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Terminated",2.49e+08,0,0,0,365,2010-09-28,268545282,1,2010,2011-09-28,FALSE,TRUE,1
"4204374",24893401,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",10,"Unterminated",247550427,1,0.03561083,0.03438632,362,2010-09-07,215149.5,1,2010,2011-09-04,FALSE,FALSE,0
"3476524",10058093,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",246935550,0,0,0,340,2006-10-26,3035546,1,2007,2007-10-01,FALSE,FALSE,0
"1432185",9171929,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[ 0.150,   Inf]","   2","SINGLE AWARD",2,"Unterminated",246257144,2,0.4616614,0.3168112,179.0417,2009-08-06,358849150,1,2009,2010-02-01,FALSE,FALSE,0
"2690216",24502942,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   2","MULTIPLE AWARD",4,"Unterminated",246058056,2,-0.009079991,-0.01643203,19161.04,2008-07-11,135966503,1,2008,2060-12-26,TRUE,FALSE,0
"58647",7933261,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Missile and Space Systems","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",245598926,6,0.04377141,0.0246951,1039.958,2007-12-27,435317619,1,2008,2010-10-31,FALSE,FALSE,0
"3092493",24816901,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",7,"Unterminated",243915000,15,0.02122168,0.02065036,947,2007-09-27,250663249,1,2007,2010-05-01,FALSE,FALSE,0
"4024234",18801826,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",1,"Unterminated",243414982,0,0,0,730,2008-05-13,232310939,1,2008,2010-05-13,FALSE,FALSE,0
"1621273",20430037,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",243272870,0,0,0,164.9583,2010-12-17,267475216,1,2011,2011-05-30,FALSE,FALSE,0
"237744",24893485,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",3,"Unterminated",243026000,1,0,0,92,2012-04-09,44260.78,1,2012,2012-07-10,FALSE,FALSE,0
"2366279",2567366,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   2","SINGLE AWARD",9,"Unterminated",242238456,2,-0.01095168,NA,NA,2007-10-01,0,1,2008,NA,NA,FALSE,0
"4392481",24893058,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",242140774,0,0,0,63.04167,2009-09-29,256075.6,1,2009,2009-12-01,FALSE,FALSE,0
